iter	Passed	Remaining
1662	211479	42855
1663	211595	42725
1664	211702	42594
1665	211802	42462
1666	211913	42331
1667	212026	42201
1668	212133	42070
1669	212238	41939
1670	212345	41808
1671	212435	41673
1672	212526	41539
1673	212621	41406
1674	212725	41275
1675	212819	41141
1676	212933	41012
1677	213043	40882
1678	213136	40748
1679	213234	40616
1680	213355	40488
1681	213474	40359
1682	213599	40232
1683	213715	40103
1684	213827	39973
1685	213957	39847
1686	214048	39713
1687	214182	39588
1688	214303	39460
1689	214395	39326
1690	214495	39195
1691	214604	39065
1692	214695	38931
1693	214816	38803
1694	214920	38673
1695	215006	38538
1696	215105	38407
1697	215243	38282
1698	215373	38156
1699	215479	38025
1700	215571	37892
1701	215698	37766
1702	215830	37640
1703	215946	37511
1704	216062	37383
1705	216184	37255
1706	216285	37124
1707	216403	36996
1708	216523	36868
1709	216622	36737
1710	216714	36604
1711	216826	36475
1712	216940	36346
1713	217058	36218
1714	217153	36086
1715	217264	35957
1716	217371	35827
1717	217484	35698
1718	217600	35570
1719	217694	35438
1720	217812	35310
1721	217928	35182
1722	218015	35049
1723	218102	34916
1724	218204	34786
1725	218348	34662
1726	218466	34534
1727	218588	34407
1728	218709	34280
1729	218850	34155
1730	218977	34029
1731	219112	33904
1732	219233	33776
1733	219321	33644
1734	219435	33516
1735	219550	33387
1736	219686	33262
1737	219785	33132
1738	219881	33001
1739	219960	32867
1740	220078	32739
1741	220183	32610
1742	220285	32480
1743	220383	32349
1744	220491	32220
1745	220585	32089
1746	220677	31958
1747	220798	31831
1748	220910	31702
1749	221012	31573
1750	221110	31442
1751	221215	31313
1752	221346	31187
1753	221449	31058
1754	221582	30933
1755	221680	30802
1756	221788	30674
1757	221909	30547
1758	222046	30422
1759	222154	30293
1760	222256	30164
1761	222391	30039
1762	222517	29912
1763	222629	29784
1764	222739	29656
1765	222848	29528
1766	222942	29397
1767	223069	29271
1768	223210	29147
1769	223338	29021
1770	223437	28891
1771	223528	28761
1772	223631	28631
1773	223743	28504
1774	223867	28377
1775	223994	28251
1776	224108	28123
1777	224243	27998
1778	224372	27873
1779	224501	27747
1780	224603	27618
1781	224690	27487
1782	224812	27360
1783	224929	27233
1784	225040	27105
1785	225138	26976
1786	225261	26849
1787	225388	26723
1788	225482	26594
1789	225605	26467
1790	225688	26336
1791	225797	26208
1792	225914	26081
1793	226034	25954
1794	226167	25829
1795	226300	25704
1796	226403	25575
1797	226519	25448
1798	226638	25322
1799	226759	25195
1800	226886	25069
1801	227013	24943
1802	227130	24816
1803	227237	24688
1804	227356	24562
1805	227490	24436
1806	227595	24308
1807	227714	24182
1808	227808	24052
1809	227902	23923
1810	228021	23796
1811	228161	23672
1812	228318	23549
1813	228440	23423
1814	228570	23297
1815	228684	23170
1816	228805	23044
1817	228929	22918
1818	229084	22795
1819	229193	22667
1820	229326	22542
1821	229434	22414
1822	229566	22289
1823	229686	22162
1824	229787	22034
1825	229888	21906
1826	230004	21779
1827	230121	21652
1828	230250	21527
1829	230368	21400
1830	230498	21274
1831	230603	21147
1832	230708	21019
1833	230834	20893
1834	230953	20766
1835	231078	20640
1836	231210	20515
1837	231337	20389
1838	231455	20263
1839	231560	20135
1840	231655	20007
1841	231759	19879
1842	231880	19753
1843	232000	19626
1844	232109	19499
1845	232208	19371
1846	232330	19245
1847	232434	19117
1848	232564	18992
1849	232651	18863
1850	232753	18735
1851	232841	18607
1852	232958	18480
1853	233081	18354
1854	233204	18228
1855	233304	18101
1856	233399	17973
1857	233514	17846
1858	233633	17720
1859	233731	17592
1860	233876	17468
1861	233998	17342
1862	234108	17215
1863	234202	17087
1864	234306	16960
1865	234423	16834
1866	234517	16706
1867	234625	16579
1868	234727	16452
1869	234854	16326
1870	234939	16198
1871	235035	16070
1872	235159	15945
1873	235264	15818
1874	235366	15691
1875	235467	15563
1876	235591	15438
1877	235717	15312
1878	235811	15185
1879	235932	15059
1880	236062	14934
1881	236168	14807
1882	236293	14682
1883	236391	14554
1884	236536	14430
1885	236644	14304
1886	236776	14178
1887	236901	14053
1888	237015	13927
1889	237108	13799
1890	237204	13672
1891	237306	13546
1892	237425	13420
1893	237533	13293
1894	237659	13168
1895	237786	13043
1896	237883	12916
1897	238006	12790
1898	238121	12664
1899	238225	12538
1900	238346	12412
1901	238472	12287
1902	238567	12160
1903	238681	12034
1904	238790	11908
1905	238915	11782
1906	239021	11656
1907	239140	11530
1908	239250	11404
1909	239353	11278
1910	239465	11152
1911	239564	11025
1912	239662	10899
1913	239789	10774
1914	239872	10647
1915	239965	10520
1916	240102	10395
1917	240221	10270
1918	240323	10143
1919	240434	10018
1920	240547	9892
1921	240671	9767
1922	240777	9641
1923	240910	9516
1924	241042	9391
1925	241155	9265
1926	241254	9139
1927	241360	9013
1928	241500	8888
1929	241631	8763
1930	241716	8637
1931	241834	8511
1932	241937	8385
1933	242045	8260
1934	242181	8135
1935	242281	8009
1936	242411	7884
1937	242505	7758
1938	242608	7632
1939	242716	7506
1940	242834	7381
1941	242936	7255
1942	243041	7129
1943	243144	7004
1944	243243	6878
1945	243374	6753
1946	243488	6628
1947	243589	6502
1948	243687	6376
1949	243817	6251
1950	243918	6126
1951	244039	6000
1952	244135	5875
1953	244244	5749
1954	244344	5624
1955	244454	5498
1956	244580	5374
1957	244705	5249
1958	244816	5123
1959	244936	4998
1960	245062	4873
1961	245186	4748
1962	245281	4623
1963	245384	4497
1964	245495	4372
1965	245616	4247
1966	245745	4122
1967	245878	3998
1968	245985	3872
1969	246099	3747
1970	246227	3622
1971	246326	3497
1972	246439	3372
1973	246554	3247
1974	246653	3122
1975	246746	2996
1976	246854	2871
1977	246959	2746
1978	247063	2621
1979	247161	2496
1980	247284	2371
1981	247402	2246
1982	247508	2121
1983	247627	1996
1984	247716	1871
1985	247843	1747
1986	247963	1622
1987	248062	1497
1988	248174	1372
1989	248284	1247
1990	248385	1122
1991	248481	997
1992	248594	873
1993	248677	748
1994	248780	623
1995	248876	498
1996	248980	374
1997	249118	249
1998	249258	124
1999	249392	0
