iter	MultiClass_SumError	MultiClass_SumWeight
991	1058860.041	1042606.638
992	1058901.523	1042606.638
993	1058746.555	1042606.638
994	1058763.601	1042606.638
995	1058739.21	1042606.638
996	1058772.817	1042606.638
997	1058831.554	1042606.638
998	1058938.555	1042606.638
999	1058983.143	1042606.638
1000	1059014.024	1042606.638
1001	1059014.424	1042606.638
1002	1058967.567	1042606.638
1003	1058971.375	1042606.638
1004	1058940.799	1042606.638
1005	1059008.868	1042606.638
1006	1059060.2	1042606.638
1007	1059540.464	1042606.638
1008	1059600.54	1042606.638
1009	1059739.836	1042606.638
1010	1059615.676	1042606.638
1011	1059615.793	1042606.638
1012	1059671.104	1042606.638
1013	1059416.86	1042606.638
1014	1059644.478	1042606.638
1015	1059692.575	1042606.638
1016	1059476.353	1042606.638
1017	1059487.716	1042606.638
1018	1059568.936	1042606.638
1019	1059670.572	1042606.638
1020	1059678.744	1042606.638
1021	1059684.739	1042606.638
1022	1059781.635	1042606.638
1023	1059635.255	1042606.638
1024	1059706.021	1042606.638
1025	1059691.715	1042606.638
1026	1059707.502	1042606.638
1027	1059684.959	1042606.638
1028	1059788.861	1042606.638
1029	1059828.905	1042606.638
1030	1060040.223	1042606.638
1031	1059923.084	1042606.638
1032	1059845.29	1042606.638
1033	1059826.976	1042606.638
1034	1059786.251	1042606.638
1035	1059698.478	1042606.638
1036	1059678.098	1042606.638
1037	1059755.305	1042606.638
1038	1059709.296	1042606.638
1039	1059774.096	1042606.638
1040	1059895.244	1042606.638
1041	1059905.809	1042606.638
1042	1059934.303	1042606.638
1043	1059992.797	1042606.638
1044	1060071.204	1042606.638
1045	1060097.266	1042606.638
1046	1060146.416	1042606.638
1047	1060267.415	1042606.638
1048	1060334.749	1042606.638
1049	1060303.196	1042606.638
1050	1060210.862	1042606.638
1051	1060368.449	1042606.638
1052	1060377.762	1042606.638
1053	1060382.625	1042606.638
1054	1060778.089	1042606.638
1055	1060772.28	1042606.638
1056	1060847.34	1042606.638
1057	1060785.196	1042606.638
1058	1060827.772	1042606.638
1059	1061036.92	1042606.638
1060	1061031.966	1042606.638
1061	1060730.346	1042606.638
1062	1060715.422	1042606.638
1063	1061116.884	1042606.638
1064	1061104.537	1042606.638
1065	1060963.92	1042606.638
1066	1060975.966	1042606.638
1067	1061193.794	1042606.638
1068	1061211.52	1042606.638
1069	1061189.839	1042606.638
1070	1061161.389	1042606.638
1071	1061149.497	1042606.638
1072	1061410.565	1042606.638
1073	1061265.226	1042606.638
1074	1061416.701	1042606.638
1075	1061438.167	1042606.638
1076	1061400.755	1042606.638
1077	1061354.235	1042606.638
1078	1061389.535	1042606.638
1079	1061463.801	1042606.638
1080	1061509.832	1042606.638
1081	1061218.016	1042606.638
1082	1061209.364	1042606.638
1083	1061318.628	1042606.638
1084	1061313.141	1042606.638
1085	1061279.285	1042606.638
1086	1061317.462	1042606.638
1087	1061345.554	1042606.638
1088	1061394.175	1042606.638
1089	1061448.116	1042606.638
1090	1061550.566	1042606.638
1091	1061554.775	1042606.638
1092	1061899.689	1042606.638
1093	1061935.11	1042606.638
1094	1061997.691	1042606.638
1095	1062075.038	1042606.638
1096	1062089.075	1042606.638
1097	1062148.014	1042606.638
1098	1062084.378	1042606.638
1099	1062153.252	1042606.638
1100	1062149.449	1042606.638
1101	1062107.47	1042606.638
1102	1062100.068	1042606.638
1103	1062152.021	1042606.638
1104	1062506.413	1042606.638
1105	1062477.618	1042606.638
1106	1062525.734	1042606.638
1107	1062572.709	1042606.638
1108	1062636.467	1042606.638
1109	1062456.3	1042606.638
1110	1062559.512	1042606.638
1111	1062552.769	1042606.638
1112	1062624.99	1042606.638
1113	1062702.463	1042606.638
1114	1062788.713	1042606.638
1115	1062773.758	1042606.638
1116	1062753.413	1042606.638
1117	1062689.351	1042606.638
1118	1062725.197	1042606.638
1119	1062699.909	1042606.638
1120	1062778.72	1042606.638
1121	1062781.412	1042606.638
1122	1062748.351	1042606.638
1123	1062730.723	1042606.638
1124	1062789.613	1042606.638
1125	1062867.324	1042606.638
1126	1062857.385	1042606.638
1127	1062809.97	1042606.638
1128	1062845.714	1042606.638
1129	1062848.283	1042606.638
1130	1062958.462	1042606.638
1131	1062921.455	1042606.638
1132	1062965.477	1042606.638
1133	1062998.97	1042606.638
1134	1063060.939	1042606.638
1135	1063155.289	1042606.638
1136	1063219.597	1042606.638
1137	1063334.997	1042606.638
1138	1063307.682	1042606.638
1139	1063261.94	1042606.638
1140	1063375.69	1042606.638
1141	1063369.233	1042606.638
1142	1063280.88	1042606.638
1143	1063302.559	1042606.638
1144	1063294.748	1042606.638
1145	1063298.504	1042606.638
1146	1063517.719	1042606.638
1147	1063436.94	1042606.638
1148	1063431.381	1042606.638
1149	1063307.92	1042606.638
1150	1063309.211	1042606.638
1151	1063400.091	1042606.638
1152	1063441.265	1042606.638
1153	1063410.551	1042606.638
1154	1063525.356	1042606.638
1155	1063533.299	1042606.638
1156	1063508.005	1042606.638
1157	1063440.977	1042606.638
1158	1063424.626	1042606.638
1159	1063474.248	1042606.638
1160	1063559.216	1042606.638
1161	1063529.852	1042606.638
1162	1063400.063	1042606.638
1163	1063696.263	1042606.638
1164	1063747.592	1042606.638
1165	1063799.575	1042606.638
1166	1063836.41	1042606.638
1167	1063891.758	1042606.638
1168	1063933.312	1042606.638
1169	1063965.66	1042606.638
1170	1064408.635	1042606.638
1171	1064413.725	1042606.638
1172	1064393.286	1042606.638
1173	1064427.126	1042606.638
1174	1064574.56	1042606.638
1175	1064584.964	1042606.638
1176	1064723.568	1042606.638
1177	1064714.613	1042606.638
1178	1064726.735	1042606.638
1179	1064770.536	1042606.638
1180	1064813.612	1042606.638
1181	1064940.607	1042606.638
1182	1064951.883	1042606.638
1183	1065118.432	1042606.638
1184	1065396.615	1042606.638
1185	1065412.85	1042606.638
1186	1065695.011	1042606.638
1187	1065803.808	1042606.638
1188	1065791.704	1042606.638
1189	1065746.192	1042606.638
1190	1066025.843	1042606.638
1191	1066117.64	1042606.638
1192	1066093.089	1042606.638
1193	1066073.036	1042606.638
1194	1066060.308	1042606.638
1195	1066031.551	1042606.638
1196	1066309.397	1042606.638
1197	1066313.01	1042606.638
1198	1066349.985	1042606.638
1199	1066356.617	1042606.638
1200	1066437.876	1042606.638
1201	1066550.767	1042606.638
1202	1066667.587	1042606.638
1203	1066803.942	1042606.638
1204	1066874.089	1042606.638
1205	1066913.429	1042606.638
1206	1066791.193	1042606.638
1207	1066840.015	1042606.638
1208	1066820.776	1042606.638
1209	1066959.981	1042606.638
1210	1066978.787	1042606.638
1211	1066992.399	1042606.638
1212	1067224.458	1042606.638
1213	1067004.026	1042606.638
1214	1067048.406	1042606.638
1215	1067025.294	1042606.638
1216	1066952.692	1042606.638
1217	1066910.635	1042606.638
1218	1066968.444	1042606.638
1219	1066992.537	1042606.638
1220	1066833.204	1042606.638
1221	1066873.696	1042606.638
1222	1066903.749	1042606.638
1223	1067082.745	1042606.638
1224	1067035.796	1042606.638
1225	1067040.687	1042606.638
1226	1067082.513	1042606.638
1227	1067088.195	1042606.638
1228	1067068.998	1042606.638
1229	1067039.154	1042606.638
1230	1067110.301	1042606.638
1231	1067079.312	1042606.638
1232	1067104.504	1042606.638
1233	1067139.224	1042606.638
1234	1067229.623	1042606.638
1235	1067209.63	1042606.638
1236	1067408.856	1042606.638
1237	1067489.922	1042606.638
1238	1067506.336	1042606.638
1239	1067594.943	1042606.638
1240	1067546.541	1042606.638
1241	1067604.574	1042606.638
1242	1067625.131	1042606.638
1243	1067669.149	1042606.638
1244	1067669.796	1042606.638
1245	1067614.878	1042606.638
1246	1067543.706	1042606.638
1247	1067572.339	1042606.638
1248	1067514.177	1042606.638
1249	1067582.978	1042606.638
1250	1067670.026	1042606.638
1251	1067757.569	1042606.638
1252	1067740.528	1042606.638
1253	1067751.664	1042606.638
1254	1067821.466	1042606.638
1255	1067895.251	1042606.638
1256	1067804.385	1042606.638
1257	1067792.339	1042606.638
1258	1068024.89	1042606.638
1259	1068080.465	1042606.638
1260	1068080.256	1042606.638
1261	1068076.815	1042606.638
1262	1068037.506	1042606.638
1263	1068102.565	1042606.638
1264	1068115.186	1042606.638
1265	1068181.199	1042606.638
1266	1068198.632	1042606.638
1267	1068274.478	1042606.638
1268	1068288.458	1042606.638
1269	1068316.736	1042606.638
1270	1068315.968	1042606.638
1271	1068283.341	1042606.638
1272	1068249.062	1042606.638
1273	1068292.288	1042606.638
1274	1068536.402	1042606.638
1275	1068599.325	1042606.638
1276	1068655.895	1042606.638
1277	1068641.495	1042606.638
1278	1068521.217	1042606.638
1279	1068669.349	1042606.638
1280	1068680.214	1042606.638
1281	1068681.909	1042606.638
1282	1068733.036	1042606.638
1283	1068670.725	1042606.638
1284	1068652.192	1042606.638
1285	1068698.315	1042606.638
1286	1068715.987	1042606.638
1287	1068733.348	1042606.638
1288	1068698.188	1042606.638
1289	1068703.846	1042606.638
1290	1068703.977	1042606.638
1291	1068655.83	1042606.638
1292	1068691.276	1042606.638
1293	1068838.909	1042606.638
1294	1068872.032	1042606.638
1295	1068924.327	1042606.638
1296	1069074.569	1042606.638
1297	1069032.283	1042606.638
1298	1069176.478	1042606.638
1299	1069318.413	1042606.638
1300	1069335.916	1042606.638
1301	1069316.841	1042606.638
1302	1069465.498	1042606.638
1303	1069499.613	1042606.638
1304	1069681.089	1042606.638
1305	1069699.391	1042606.638
1306	1069753.332	1042606.638
1307	1069781.297	1042606.638
1308	1069501.511	1042606.638
1309	1069563.211	1042606.638
1310	1069563.685	1042606.638
1311	1069598.705	1042606.638
1312	1069516.128	1042606.638
1313	1069546.71	1042606.638
1314	1069521.79	1042606.638
1315	1069540.477	1042606.638
1316	1069342.678	1042606.638
1317	1069380.503	1042606.638
1318	1069589.006	1042606.638
1319	1069455.986	1042606.638
1320	1069474.313	1042606.638
1321	1069585.483	1042606.638
1322	1069605.587	1042606.638
1323	1069647.165	1042606.638
1324	1069666.852	1042606.638
1325	1069686.576	1042606.638
1326	1069561.744	1042606.638
1327	1069641.202	1042606.638
1328	1069602.721	1042606.638
1329	1069687.059	1042606.638
1330	1069643.185	1042606.638
1331	1069615.231	1042606.638
1332	1069562.617	1042606.638
1333	1069579.825	1042606.638
1334	1069467.103	1042606.638
1335	1069786.465	1042606.638
1336	1069734.347	1042606.638
1337	1069714.755	1042606.638
1338	1069727.495	1042606.638
1339	1069673.862	1042606.638
1340	1069726	1042606.638
1341	1069778.639	1042606.638
1342	1069729.426	1042606.638
1343	1069766.843	1042606.638
1344	1069821.972	1042606.638
1345	1069881.713	1042606.638
1346	1069906.853	1042606.638
1347	1069874.26	1042606.638
1348	1069889.906	1042606.638
1349	1070029.557	1042606.638
1350	1070138.488	1042606.638
1351	1070048.257	1042606.638
1352	1070025.266	1042606.638
1353	1070150.613	1042606.638
1354	1070111.617	1042606.638
1355	1070185.306	1042606.638
1356	1070305.809	1042606.638
1357	1070415.795	1042606.638
1358	1070483.753	1042606.638
1359	1070481.59	1042606.638
1360	1070484.149	1042606.638
1361	1070487.38	1042606.638
1362	1070598.394	1042606.638
1363	1070707.152	1042606.638
1364	1070530.947	1042606.638
1365	1070665.918	1042606.638
1366	1070663.294	1042606.638
1367	1070611.237	1042606.638
1368	1070605.052	1042606.638
1369	1070642.183	1042606.638
1370	1070722.906	1042606.638
1371	1070706.118	1042606.638
1372	1070781.761	1042606.638
1373	1070536.749	1042606.638
1374	1070488.068	1042606.638
1375	1070462.982	1042606.638
1376	1070507.651	1042606.638
1377	1070509.261	1042606.638
1378	1070517.988	1042606.638
1379	1070561.041	1042606.638
1380	1070524.181	1042606.638
1381	1070488.253	1042606.638
1382	1070590.988	1042606.638
1383	1070588.018	1042606.638
1384	1070497.217	1042606.638
1385	1070528.748	1042606.638
1386	1070599.263	1042606.638
1387	1070891.968	1042606.638
1388	1070977.739	1042606.638
1389	1070993.825	1042606.638
1390	1071097.555	1042606.638
1391	1071070.061	1042606.638
1392	1071099.589	1042606.638
1393	1071080.12	1042606.638
1394	1071026.447	1042606.638
1395	1071075.316	1042606.638
1396	1071130.895	1042606.638
1397	1071106.11	1042606.638
1398	1071132.757	1042606.638
1399	1071209.182	1042606.638
1400	1071226.085	1042606.638
1401	1071329.504	1042606.638
1402	1071351.82	1042606.638
1403	1071453.407	1042606.638
1404	1071480.346	1042606.638
1405	1071619.653	1042606.638
1406	1071669.125	1042606.638
1407	1071754.061	1042606.638
1408	1071743.593	1042606.638
1409	1071789.802	1042606.638
1410	1071767.923	1042606.638
1411	1071832.583	1042606.638
1412	1072091.718	1042606.638
1413	1072174.773	1042606.638
1414	1072195.464	1042606.638
1415	1072162.013	1042606.638
1416	1072090.108	1042606.638
1417	1072073.196	1042606.638
1418	1072165.403	1042606.638
1419	1072182.283	1042606.638
1420	1072192.223	1042606.638
1421	1072113.715	1042606.638
1422	1072144.223	1042606.638
1423	1072154.96	1042606.638
1424	1072161.776	1042606.638
1425	1072131.287	1042606.638
1426	1072272.81	1042606.638
1427	1072317.128	1042606.638
1428	1072356.797	1042606.638
1429	1072525.482	1042606.638
1430	1072497.152	1042606.638
1431	1072472.463	1042606.638
1432	1072543.699	1042606.638
1433	1072567.152	1042606.638
1434	1072613.613	1042606.638
1435	1072773.24	1042606.638
1436	1072780.974	1042606.638
1437	1072774.692	1042606.638
1438	1072746.48	1042606.638
1439	1072810.388	1042606.638
1440	1072851.482	1042606.638
1441	1072882.692	1042606.638
1442	1072919.973	1042606.638
1443	1072833.051	1042606.638
1444	1072718.817	1042606.638
1445	1072822.907	1042606.638
1446	1072822.779	1042606.638
1447	1072796.408	1042606.638
1448	1072786.98	1042606.638
1449	1072790.78	1042606.638
1450	1072802.046	1042606.638
1451	1072870.06	1042606.638
1452	1072903.866	1042606.638
1453	1072929.498	1042606.638
1454	1072918.353	1042606.638
1455	1072934.914	1042606.638
1456	1073135.617	1042606.638
1457	1073262.943	1042606.638
1458	1073285.38	1042606.638
1459	1073331.175	1042606.638
1460	1073357.923	1042606.638
1461	1073369.486	1042606.638
1462	1073400.672	1042606.638
1463	1073506.716	1042606.638
1464	1073561.907	1042606.638
1465	1074070.825	1042606.638
1466	1074090.39	1042606.638
1467	1074114.966	1042606.638
1468	1074173.434	1042606.638
1469	1074147.993	1042606.638
1470	1074224.462	1042606.638
1471	1074225.808	1042606.638
1472	1074407.067	1042606.638
1473	1074274.443	1042606.638
1474	1074264.671	1042606.638
1475	1074190.597	1042606.638
1476	1074164.031	1042606.638
1477	1074168.364	1042606.638
1478	1074214.546	1042606.638
1479	1074455.658	1042606.638
1480	1074551.866	1042606.638
1481	1074645.156	1042606.638
1482	1074689.369	1042606.638
1483	1074737.171	1042606.638
1484	1074780.026	1042606.638
1485	1074750.882	1042606.638
1486	1074854.862	1042606.638
1487	1074917.286	1042606.638
1488	1074942.573	1042606.638
1489	1074959.58	1042606.638
1490	1074951.076	1042606.638
1491	1074857.738	1042606.638
1492	1074846.876	1042606.638
1493	1074831.997	1042606.638
1494	1074873.416	1042606.638
1495	1074869.875	1042606.638
1496	1074999.534	1042606.638
1497	1075116.176	1042606.638
1498	1075161.851	1042606.638
1499	1075183.134	1042606.638
1500	1075265.626	1042606.638
1501	1075326.667	1042606.638
1502	1075516.653	1042606.638
1503	1075608.117	1042606.638
1504	1075568.088	1042606.638
1505	1075541.835	1042606.638
1506	1075573.484	1042606.638
1507	1075631.843	1042606.638
1508	1075540.077	1042606.638
1509	1075570.345	1042606.638
1510	1075602.798	1042606.638
1511	1075608.23	1042606.638
1512	1075644.376	1042606.638
1513	1075675.292	1042606.638
1514	1075727.435	1042606.638
1515	1075706.817	1042606.638
1516	1075580.778	1042606.638
1517	1075649.988	1042606.638
1518	1075702.967	1042606.638
1519	1075641.123	1042606.638
1520	1075767.777	1042606.638
1521	1075753.494	1042606.638
1522	1075698.234	1042606.638
1523	1075691.741	1042606.638
1524	1075722.173	1042606.638
1525	1075817.124	1042606.638
1526	1075829.955	1042606.638
1527	1075840.278	1042606.638
1528	1075925.418	1042606.638
1529	1075827.734	1042606.638
1530	1075876.053	1042606.638
1531	1075937.947	1042606.638
1532	1075985.944	1042606.638
1533	1076010.529	1042606.638
1534	1075978.895	1042606.638
1535	1076088.633	1042606.638
1536	1076149.331	1042606.638
1537	1076213.879	1042606.638
1538	1076211.384	1042606.638
1539	1076288.972	1042606.638
1540	1076311.82	1042606.638
1541	1076595.873	1042606.638
1542	1076592.204	1042606.638
1543	1076584.711	1042606.638
1544	1076577.905	1042606.638
1545	1076619.734	1042606.638
1546	1076621.718	1042606.638
1547	1076674.205	1042606.638
1548	1076666.327	1042606.638
1549	1076714.308	1042606.638
1550	1076576.987	1042606.638
1551	1076699.331	1042606.638
1552	1076728.724	1042606.638
1553	1076716.638	1042606.638
1554	1076654.517	1042606.638
1555	1076650.695	1042606.638
1556	1076718.971	1042606.638
1557	1076808.126	1042606.638
1558	1076852.991	1042606.638
1559	1076868.797	1042606.638
1560	1076786.296	1042606.638
1561	1076844.223	1042606.638
1562	1076792.319	1042606.638
1563	1076828.578	1042606.638
1564	1076836.124	1042606.638
1565	1076826.66	1042606.638
1566	1076823.74	1042606.638
1567	1076769.677	1042606.638
1568	1076755.724	1042606.638
1569	1076839.846	1042606.638
1570	1076828.156	1042606.638
1571	1076807.062	1042606.638
1572	1076791.024	1042606.638
1573	1076839.181	1042606.638
1574	1076827.183	1042606.638
1575	1076992.084	1042606.638
1576	1076997.718	1042606.638
1577	1077017.771	1042606.638
1578	1077068.175	1042606.638
1579	1076964.787	1042606.638
1580	1076985.074	1042606.638
1581	1076976.09	1042606.638
1582	1077017.551	1042606.638
1583	1077038.539	1042606.638
1584	1077045.987	1042606.638
1585	1077038.189	1042606.638
1586	1077054.797	1042606.638
1587	1076997.145	1042606.638
1588	1077034.043	1042606.638
1589	1077187.993	1042606.638
1590	1077305.763	1042606.638
1591	1077256.12	1042606.638
1592	1077226.245	1042606.638
1593	1077218.187	1042606.638
1594	1077161.855	1042606.638
1595	1077107.647	1042606.638
1596	1077064.67	1042606.638
1597	1077440.545	1042606.638
1598	1077457.806	1042606.638
1599	1077259.18	1042606.638
1600	1077275.307	1042606.638
1601	1077251.529	1042606.638
1602	1077291.812	1042606.638
1603	1077316.687	1042606.638
1604	1077292.224	1042606.638
1605	1077377.75	1042606.638
1606	1077386.825	1042606.638
1607	1077727.301	1042606.638
1608	1077755.574	1042606.638
1609	1077695.026	1042606.638
1610	1077673.297	1042606.638
1611	1077779.652	1042606.638
1612	1077797.057	1042606.638
1613	1077997.745	1042606.638
1614	1078259.837	1042606.638
1615	1078270.098	1042606.638
1616	1078294.388	1042606.638
1617	1078340.763	1042606.638
1618	1078426.545	1042606.638
1619	1078635.317	1042606.638
1620	1078617.312	1042606.638
1621	1078581.933	1042606.638
1622	1078612.367	1042606.638
1623	1078734.955	1042606.638
1624	1078775.737	1042606.638
1625	1078834.293	1042606.638
1626	1078813.615	1042606.638
1627	1078813.854	1042606.638
1628	1078842.909	1042606.638
1629	1078881.111	1042606.638
1630	1078850.313	1042606.638
1631	1078843.426	1042606.638
1632	1078857.063	1042606.638
1633	1078905.175	1042606.638
1634	1078888.249	1042606.638
1635	1078868.768	1042606.638
1636	1078851.108	1042606.638
1637	1078908.674	1042606.638
1638	1078962.916	1042606.638
1639	1079007.473	1042606.638
1640	1079003.163	1042606.638
1641	1079012.543	1042606.638
1642	1079064.919	1042606.638
1643	1079046.884	1042606.638
1644	1079103.351	1042606.638
1645	1079225.246	1042606.638
1646	1079253.689	1042606.638
1647	1079334.376	1042606.638
1648	1079350.315	1042606.638
1649	1079399.138	1042606.638
1650	1079423.555	1042606.638
1651	1079443.566	1042606.638
1652	1079478.371	1042606.638
1653	1079515.339	1042606.638
1654	1079606.654	1042606.638
1655	1079651.487	1042606.638
1656	1079636.786	1042606.638
1657	1079568.619	1042606.638
1658	1079615.615	1042606.638
1659	1079496.522	1042606.638
1660	1079537.019	1042606.638
1661	1079583.532	1042606.638
1662	1079575.358	1042606.638
1663	1079669.4	1042606.638
1664	1079705.773	1042606.638
1665	1079717.602	1042606.638
1666	1079797.401	1042606.638
1667	1079746.219	1042606.638
1668	1079766.254	1042606.638
1669	1079759.661	1042606.638
1670	1079738.989	1042606.638
1671	1079843.203	1042606.638
1672	1079843.214	1042606.638
1673	1079912.189	1042606.638
1674	1079976.672	1042606.638
1675	1080072.313	1042606.638
1676	1080094.934	1042606.638
1677	1080102.004	1042606.638
1678	1080101.722	1042606.638
1679	1080099.101	1042606.638
1680	1080101.762	1042606.638
1681	1080084.061	1042606.638
1682	1080096.366	1042606.638
1683	1080144.359	1042606.638
1684	1080158.173	1042606.638
1685	1080043.234	1042606.638
1686	1079963.367	1042606.638
1687	1080030.12	1042606.638
1688	1080015.58	1042606.638
1689	1080067.651	1042606.638
1690	1079983.679	1042606.638
1691	1080053.385	1042606.638
1692	1080126.314	1042606.638
1693	1080240.758	1042606.638
1694	1080276.506	1042606.638
1695	1080279.528	1042606.638
1696	1080308.248	1042606.638
1697	1080322.894	1042606.638
1698	1080414.38	1042606.638
1699	1080414.796	1042606.638
1700	1080421.927	1042606.638
1701	1080548.385	1042606.638
1702	1080555.246	1042606.638
1703	1080587.583	1042606.638
1704	1080770.013	1042606.638
1705	1080821.09	1042606.638
1706	1080995.602	1042606.638
1707	1081088.664	1042606.638
1708	1081163.558	1042606.638
1709	1081186.39	1042606.638
1710	1081160.602	1042606.638
1711	1081191.845	1042606.638
1712	1081230.246	1042606.638
1713	1081325.468	1042606.638
1714	1081321.175	1042606.638
1715	1081406.847	1042606.638
1716	1081452.585	1042606.638
1717	1081450.769	1042606.638
1718	1081396.891	1042606.638
1719	1081460.162	1042606.638
1720	1081428.078	1042606.638
1721	1081407.383	1042606.638
1722	1081384.312	1042606.638
1723	1081332.98	1042606.638
1724	1081447.673	1042606.638
1725	1081475.438	1042606.638
1726	1081557.455	1042606.638
1727	1081603.226	1042606.638
1728	1081590.875	1042606.638
1729	1081527.274	1042606.638
1730	1081525.918	1042606.638
1731	1081532.263	1042606.638
1732	1081571.902	1042606.638
1733	1081597.91	1042606.638
1734	1081574.21	1042606.638
1735	1081576.272	1042606.638
1736	1081598.001	1042606.638
1737	1081535.271	1042606.638
1738	1081540.537	1042606.638
1739	1081533.243	1042606.638
1740	1081628.554	1042606.638
1741	1081605.229	1042606.638
1742	1081701.26	1042606.638
1743	1081710.77	1042606.638
1744	1081776.805	1042606.638
1745	1081895.361	1042606.638
1746	1082001.534	1042606.638
1747	1082084.985	1042606.638
1748	1082081.738	1042606.638
1749	1082131.06	1042606.638
1750	1082081.878	1042606.638
1751	1082150.632	1042606.638
1752	1082210.352	1042606.638
1753	1082222.833	1042606.638
1754	1082227.471	1042606.638
1755	1082240.713	1042606.638
1756	1082226.21	1042606.638
1757	1082175.276	1042606.638
1758	1082142.478	1042606.638
1759	1082178.141	1042606.638
1760	1082196.644	1042606.638
1761	1082187.823	1042606.638
1762	1082172.403	1042606.638
1763	1082109.811	1042606.638
1764	1082057.887	1042606.638
1765	1082128.81	1042606.638
1766	1082156.341	1042606.638
1767	1082353.005	1042606.638
1768	1082403.773	1042606.638
1769	1082666.724	1042606.638
1770	1082655.415	1042606.638
1771	1082648.797	1042606.638
1772	1082754.761	1042606.638
1773	1082734.361	1042606.638
1774	1082768.799	1042606.638
1775	1082720.774	1042606.638
1776	1082654.293	1042606.638
1777	1082710.812	1042606.638
1778	1082766.082	1042606.638
1779	1082722.67	1042606.638
1780	1082742.07	1042606.638
1781	1082692.218	1042606.638
1782	1082802.217	1042606.638
1783	1082787.259	1042606.638
1784	1082833.439	1042606.638
1785	1082846.534	1042606.638
1786	1082858.699	1042606.638
1787	1082938.809	1042606.638
1788	1082978.074	1042606.638
1789	1083010.031	1042606.638
1790	1082949.298	1042606.638
1791	1082955.241	1042606.638
1792	1083072.458	1042606.638
1793	1083081.107	1042606.638
1794	1083169.549	1042606.638
1795	1083155.777	1042606.638
1796	1083202.287	1042606.638
1797	1083209.482	1042606.638
1798	1083256.809	1042606.638
1799	1083305.474	1042606.638
1800	1083335.213	1042606.638
1801	1083518.333	1042606.638
1802	1083527.163	1042606.638
1803	1083588.269	1042606.638
1804	1083581.923	1042606.638
1805	1083658.183	1042606.638
1806	1083699.064	1042606.638
1807	1083671.415	1042606.638
1808	1083780.544	1042606.638
1809	1083822.751	1042606.638
1810	1083990.858	1042606.638
1811	1083998.276	1042606.638
1812	1084004.741	1042606.638
1813	1083967.193	1042606.638
1814	1083996.906	1042606.638
1815	1083990.276	1042606.638
1816	1083964.868	1042606.638
1817	1083908.141	1042606.638
1818	1083955.286	1042606.638
1819	1083954.94	1042606.638
1820	1083945.819	1042606.638
1821	1084011.969	1042606.638
1822	1084032.92	1042606.638
1823	1084090.81	1042606.638
1824	1084218.459	1042606.638
1825	1084219.287	1042606.638
1826	1084182.988	1042606.638
1827	1084236.573	1042606.638
1828	1084258.473	1042606.638
1829	1084333.256	1042606.638
1830	1084344.248	1042606.638
1831	1084302.64	1042606.638
1832	1084245.577	1042606.638
1833	1084349.867	1042606.638
1834	1084387.055	1042606.638
1835	1084410.155	1042606.638
1836	1084610.577	1042606.638
1837	1084663.153	1042606.638
1838	1084704.62	1042606.638
1839	1084598.574	1042606.638
1840	1084573.462	1042606.638
1841	1084573.68	1042606.638
1842	1084464.132	1042606.638
1843	1084525.954	1042606.638
1844	1084329.694	1042606.638
1845	1084326.276	1042606.638
1846	1084328.396	1042606.638
1847	1084411.11	1042606.638
1848	1084446.21	1042606.638
1849	1084347.242	1042606.638
1850	1084460.418	1042606.638
1851	1084509.471	1042606.638
1852	1084501.521	1042606.638
1853	1084547.65	1042606.638
1854	1084615.999	1042606.638
1855	1084559.525	1042606.638
1856	1084626.132	1042606.638
1857	1084609.422	1042606.638
1858	1084603.256	1042606.638
1859	1084615.912	1042606.638
1860	1084626.556	1042606.638
1861	1084658.378	1042606.638
1862	1084623.767	1042606.638
1863	1084870.347	1042606.638
1864	1084961.641	1042606.638
1865	1085007.698	1042606.638
1866	1085010.84	1042606.638
1867	1085009.215	1042606.638
1868	1084944.939	1042606.638
1869	1084795.492	1042606.638
1870	1084959.35	1042606.638
1871	1085043.891	1042606.638
1872	1085086.595	1042606.638
1873	1085091.718	1042606.638
1874	1085014.122	1042606.638
1875	1084981.013	1042606.638
1876	1085161.143	1042606.638
1877	1085279.464	1042606.638
1878	1085472.027	1042606.638
1879	1085458.2	1042606.638
1880	1085496.692	1042606.638
1881	1085608.354	1042606.638
1882	1085776.101	1042606.638
1883	1085746.615	1042606.638
1884	1085775.208	1042606.638
1885	1085808.224	1042606.638
1886	1085818.754	1042606.638
1887	1085884.03	1042606.638
1888	1085897.596	1042606.638
1889	1085956.112	1042606.638
1890	1086204.272	1042606.638
1891	1086235.787	1042606.638
1892	1086191.946	1042606.638
1893	1086199.76	1042606.638
1894	1086201.899	1042606.638
1895	1086216.85	1042606.638
1896	1086225.377	1042606.638
1897	1086135.751	1042606.638
1898	1086122.956	1042606.638
1899	1086080.482	1042606.638
1900	1086052.697	1042606.638
1901	1085961.733	1042606.638
1902	1085953.386	1042606.638
1903	1085948.585	1042606.638
1904	1085974.307	1042606.638
1905	1085962.579	1042606.638
1906	1085975.229	1042606.638
1907	1085976.297	1042606.638
1908	1086051.792	1042606.638
1909	1086122.989	1042606.638
1910	1086141.794	1042606.638
1911	1086221.208	1042606.638
1912	1086272.592	1042606.638
1913	1086249.491	1042606.638
1914	1086271.562	1042606.638
1915	1086275.519	1042606.638
1916	1086225.393	1042606.638
1917	1086238.358	1042606.638
1918	1086297.593	1042606.638
1919	1086379.801	1042606.638
1920	1086358.772	1042606.638
1921	1086398.962	1042606.638
1922	1086399.833	1042606.638
