iter	MultiClass_SumError	MultiClass_SumWeight
1923	1086460.182	1042606.638
1924	1086564.954	1042606.638
1925	1086754.886	1042606.638
1926	1086623.336	1042606.638
1927	1086643.315	1042606.638
1928	1086674.857	1042606.638
1929	1086687.512	1042606.638
1930	1086736.543	1042606.638
1931	1086754.544	1042606.638
1932	1086772.186	1042606.638
1933	1086930.352	1042606.638
1934	1086824.567	1042606.638
1935	1086702.22	1042606.638
1936	1086748.556	1042606.638
1937	1086990.24	1042606.638
1938	1086935.68	1042606.638
1939	1086948.597	1042606.638
1940	1087007.262	1042606.638
1941	1086969.091	1042606.638
1942	1087029.288	1042606.638
1943	1087110.722	1042606.638
1944	1087177.97	1042606.638
1945	1086980.768	1042606.638
1946	1086972.675	1042606.638
1947	1087216.281	1042606.638
1948	1087236.929	1042606.638
1949	1087242.455	1042606.638
1950	1087267.977	1042606.638
1951	1087223.015	1042606.638
1952	1087216.252	1042606.638
1953	1087348.88	1042606.638
1954	1087338.869	1042606.638
1955	1087368.147	1042606.638
1956	1087294.316	1042606.638
1957	1087422.99	1042606.638
1958	1087489.314	1042606.638
1959	1087554.407	1042606.638
1960	1087529.351	1042606.638
1961	1087472.5	1042606.638
1962	1087487.462	1042606.638
1963	1087533.246	1042606.638
1964	1087561.699	1042606.638
1965	1087562.363	1042606.638
1966	1087675.72	1042606.638
1967	1087614.201	1042606.638
1968	1087723.342	1042606.638
1969	1087695.37	1042606.638
1970	1087886.656	1042606.638
1971	1087904.831	1042606.638
1972	1087941.519	1042606.638
1973	1087910.782	1042606.638
1974	1087969.515	1042606.638
1975	1087972.748	1042606.638
1976	1088004.377	1042606.638
1977	1088100.283	1042606.638
1978	1087904.567	1042606.638
1979	1087909.341	1042606.638
1980	1087951.465	1042606.638
1981	1087915.375	1042606.638
1982	1087944.91	1042606.638
1983	1088008.205	1042606.638
1984	1088073.172	1042606.638
1985	1088222.511	1042606.638
1986	1088269.052	1042606.638
1987	1088352.623	1042606.638
1988	1088440.64	1042606.638
1989	1088430.296	1042606.638
1990	1088470.67	1042606.638
1991	1088470.19	1042606.638
1992	1088408.898	1042606.638
1993	1088455.952	1042606.638
1994	1088443.052	1042606.638
1995	1088379.704	1042606.638
1996	1088798.102	1042606.638
1997	1088795.146	1042606.638
1998	1088885.656	1042606.638
1999	1088905.048	1042606.638
